ID,DEFAULT,SECTOR,SUBSECTOR,O1000,O1200,O6000,P1000,P3000,P5000,N1000,N1100,N1300,N3000,N3200,N3300,M0000,M1100,M1200,M1300,M2200,M2300,M2400,CONTRACT_SUM,CONTRACT_TYPE,CONTRACT_SUBTYPE,DIM_DENOM_DEV_ID,MODE,FREQ,UK,PH,KKV,EXPOSURE,SIZE_CAT,EXPSHARE,DUR,ENTITY,MONTH,DAY
1511,0,BJ,I,266894.0,0.0,3082.0,36092.0,35845.0,34765.0,98146.0,2941.0,0.0,62116.0,13765.0,48014.0,162075.0,0,27147.0,0.0,73941,0,41723.0,6589871,C,G,C,F,F,5.3155,2.0,1.0,3996912.0,kat2,0.0,3.0,entity34,5,30
1512,0,AN,D,7985738.0,3555419.0,855885.0,1531262.0,1467745.0,1387696.0,5626259.0,49604.0,66.0,2493985.0,27725.0,2397837.0,8751051.0,80752,3667382.0,545172.0,2425474,0,1411007.0,53057,C,G,B,C,F,3.4167,2.0,1.0,11627040.0,kat7,44.9,4.0,entity8,6,19
1513,0,AI,D,1049269.0,0.0,16540.0,32953.0,25329.0,22567.0,128055.0,2932.0,0.0,441327.0,169312.0,284981.0,570735.0,0,308583.0,0.0,65500,0,343.0,2712226,C,G,C,C,F,2.9011,2.0,1.0,0.0,kat5,0.0,5.0,entity13,6,19
1514,0,BQ,D,584498.0,0.0,33154.0,19071.0,20691.0,19401.0,167857.0,12117.0,0.0,239389.0,1194.0,221819.0,389023.0,8870,159468.0,11175.0,89182,0,105897.0,48968564,A,C,C,L,B,0.6146,2.0,1.0,3035606.0,kat6,0.0,1.0,entity2,5,26
1515,0,BJ,K,876894.0,0.0,600.0,3807.0,2274.0,1726.0,16162.0,3004.0,0.0,110271.0,0.0,113371.0,137176.0,0,231.0,0.0,18374,0,1391.0,88546848,A,C,C,L,B,4.1061,2.0,1.0,5737146.0,kat3,0.0,1.0,entity2,6,14
1516,0,BK,F,41694.0,0.0,588.0,-1994.0,-2416.0,-2546.0,-378.0,3061.0,0.0,7146.0,6455.0,636.0,6989.0,0,1315.0,0.0,528,0,1223.0,7156853,C,C,C,K,F,6.3111,2.0,1.0,2123049.0,kat2,0.0,5.8,entity2,6,14
1517,0,CA,D,238.0,0.0,84.0,-44.0,-47.0,-48.0,810.0,53.0,0.0,939.0,697.0,262.0,1697.0,0,1145.0,0.0,55,0,478.0,988906,C,C,C,I,F,3.6109,2.0,1.0,825905.0,kat1,0.0,5.0,entity59,6,15
1518,0,BV,B,39950.0,0.0,126.0,604.0,540.0,455.0,2062.0,10.0,0.0,5273.0,999.0,4255.0,7428.0,0,681.0,0.0,1918,0,4957.0,5054924,C,D,C,L,B,0.9542,2.0,1.0,1457297.0,kat1,0.0,2.0,entity14,6,19
1519,0,BI,H,4797499.0,199671.0,58238.0,435457.0,274768.0,247590.0,1298326.0,29862.0,0.0,1216430.0,81208.0,1059753.0,2418720.0,22213,351035.0,8008.0,976771,235215,23945.0,11124144,C,G,C,C,F,3.013,2.0,1.0,4667721.0,kat5,4.2,3.0,entity8,6,16
1520,0,BN,D,303243.0,0.0,2158.0,2237.0,-949.0,-1682.0,-47733.0,20432.0,0.0,427927.0,0.0,433088.0,394042.0,1799,3866.0,0.0,151084,0,170796.0,24372,D,A,B,G,B,0.0,2.0,1.0,4160055.0,kat5,0.0,2.0,entity3,6,8
1521,0,BI,I,18379149.0,675793.0,109745.0,317961.0,229554.0,224916.0,2947909.0,9987.0,150041.0,2989490.0,526856.0,2473450.0,6094614.0,3249,1095528.0,38313.0,2092386,0,105863.0,2854950548,A,C,C,J,C,1.2162,2.0,1.0,2223753591.0,kat6,3.5,0.7,entity2,6,8
1522,0,BK,F,1130674.0,0.0,129917.0,179527.0,151223.0,153892.0,949287.0,2992.0,0.0,366382.0,194155.0,175430.0,1287161.0,52,754176.0,0.0,180248,0,359690.0,61385,C,G,B,C,F,6.2206,2.0,1.0,9546959.0,kat5,0.0,4.0,entity8,6,20
1523,0,BG,K,138919.0,0.0,135.0,3502.0,3424.0,3125.0,37468.0,2952.0,0.0,9922.0,0.0,9993.0,46974.0,0,11534.0,0.0,18941,0,17784.0,1155566,A,G,C,P,F,21.0713,2.0,1.0,753752.0,kat4,0.0,1.0,entity111,6,19
1524,0,AQ,C,3601276.0,1904181.0,105288.0,-477357.0,-497807.0,-510988.0,552906.0,10059.0,0.0,2982960.0,718771.0,2163041.0,3465628.0,4033,1304944.0,18238.0,1133512,0,38835.0,133074,B,A,B,F,B,,2.0,1.0,,kat5,53.1,0.3,entity16,6,19
1525,0,CF,C,30386.0,0.0,877.0,13461.0,12558.0,10357.0,22663.0,2999.0,0.0,2351.0,0.0,2200.0,25898.0,0,416.0,0.0,8291,0,14888.0,7022798,A,C,C,L,C,3.083,2.0,1.0,2712027.0,kat2,0.0,1.0,entity25,6,19
1526,0,CD,C,1551509.0,0.0,25382.0,241589.0,273358.0,258235.0,508039.0,2981.0,1148.0,392022.0,185347.0,181760.0,893697.0,150,232882.0,1219.0,223861,0,236393.0,19356532,D,A,C,N,B,,2.0,1.0,2265669.0,kat3,0.0,0.6,entity25,6,15
1527,0,CD,C,3315278.0,0.0,13275.0,914540.0,921286.0,835054.0,1321988.0,74119.0,9271.0,868679.0,0.0,859631.0,2233396.0,126,20075.0,0.0,1483841,0,788725.0,5375611,D,A,C,F,B,,,,,kat6,0.0,2.0,entity83,6,14
1528,0,AB,I,71531.0,0.0,4526.0,5428.0,4778.0,4459.0,45835.0,11.0,0.0,28481.0,5346.0,22000.0,74982.0,0,22688.0,0.0,28817,0,23994.0,10370347,A,D,C,D,C,4.1051,2.0,1.0,8784623.0,kat3,0.0,1.0,entity72,6,20
1529,1,BN,D,1343628.0,0.0,16466.0,25142.0,24508.0,23108.0,80873.0,9033.0,0.0,397614.0,27490.0,373612.0,488687.0,11706,88086.0,3236.0,341626,12848,3015.0,9476538,C,G,C,P,F,3.0349,2.0,1.0,2777587.0,kat5,0.0,2.1,entity12,6,20
1530,0,BI,H,25561.0,0.0,1309.0,7068.0,6861.0,6656.0,6563.0,3043.0,0.0,4624.0,2454.0,2195.0,11067.0,0,4342.0,0.0,4577,0,2341.0,3857804,C,G,C,P,F,5.8671,2.0,1.0,2647076.0,kat1,0.0,3.5,entity12,6,20
1531,0,BK,F,161797.0,0.0,4045.0,426.0,-334.0,-645.0,32187.0,98.0,0.0,41036.0,13295.0,25975.0,72282.0,0,25213.0,0.0,31666,0,15555.0,8109624,C,D,C,F,B,6.6843,2.0,1.0,6123947.0,kat2,0.0,5.0,entity12,6,20
1532,1,BI,H,2163632.0,0.0,25619.0,74928.0,53782.0,50884.0,83157.0,995.0,0.0,1333838.0,13278.0,1288189.0,1359088.0,704,245618.0,2814.0,199254,0,60494.0,24765,C,G,B,P,H,,2.0,1.0,,kat5,0.0,1.1,entity10,6,21
1533,0,BK,F,284553.0,0.0,33708.0,13317.0,9838.0,10758.0,196029.0,3001.0,0.0,53242.0,9553.0,44022.0,298568.0,622,204205.0,0.0,60538,0,22001.0,2021310,C,G,C,C,F,7.9666,2.0,1.0,0.0,kat5,0.0,3.0,entity9,6,21
1534,0,BJ,K,23191.0,0.0,2004.0,780.0,388.0,280.0,17092.0,3041.0,0.0,14442.0,10752.0,3400.0,32240.0,0,14824.0,0.0,1678,0,1958.0,4326454,C,G,C,C,F,5.3756,2.0,1.0,0.0,kat1,0.0,4.0,entity9,6,21
1535,0,CQ,K,18666.0,0.0,1911.0,2758.0,2619.0,2283.0,30759.0,4.0,0.0,7257.0,1268.0,5991.0,38025.0,0,4286.0,0.0,32723,0,1398.0,4970840,A,D,C,L,B,6.2227,2.0,1.0,2432893.0,kat2,0.0,0.9,entity85,6,21
1536,0,AC,C,261148.0,0.0,9679.0,35976.0,35747.0,32108.0,69351.0,2956.0,0.0,94605.0,1357.0,103258.0,176354.0,63,82116.0,104.0,33420,0,2676.0,12619995,C,C,C,G,B,1.5489,2.0,1.0,3956018.0,kat2,0.0,1.1,entity46,6,21
1537,0,AT,E,2486962.0,1436342.0,92552.0,296497.0,278223.0,261422.0,1453618.0,200230.0,0.0,985113.0,337324.0,632441.0,2569115.0,909,1509283.0,69228.0,450787,0,384778.0,50674631,C,C,C,L,C,2.5709,2.0,1.0,0.0,kat7,58.1,1.0,entity16,6,20
1538,0,BV,B,95024.0,0.0,10711.0,15568.0,14420.0,15450.0,29991.0,54.0,0.0,11452.0,2880.0,8621.0,67238.0,0,57200.0,0.0,1326,0,2174.0,2782056,C,G,C,P,F,2.9808,2.0,1.0,2224090.0,kat2,0.0,5.0,entity16,6,21
1539,1,BK,F,94217.0,0.0,9240.0,3894.0,1234.0,883.0,40427.0,3029.0,0.0,57194.0,24248.0,30690.0,95818.0,0,41560.0,0.0,46346,0,7088.0,29268,C,G,B,B,F,,,,,kat2,0.0,4.1,entity15,6,14
1540,0,CI,E,590743.0,0.0,88769.0,228322.0,231703.0,218135.0,423382.0,3004.0,0.0,866640.0,345157.0,531705.0,1244947.0,0,1194746.0,0.0,155229,97,332.0,62682880,C,G,C,B,F,,,,,kat4,0.0,3.1,entity15,6,19
1541,0,BE,D,1539202.0,0.0,14261.0,65231.0,63092.0,57995.0,314205.0,2953.0,0.0,484622.0,60499.0,423018.0,799168.0,40,176559.0,0.0,406312,0,206515.0,30618924,D,A,C,G,B,0.0,2.0,1.0,5936952.0,kat4,0.0,1.1,entity3,6,16
1542,0,CN,K,25262.0,0.0,1888.0,10816.0,10005.0,8971.0,25651.0,2929.0,0.0,6955.0,4907.0,2121.0,35025.0,0,27909.0,0.0,6,0,4820.0,5337024,C,G,C,F,F,5.034,2.0,1.0,3840835.0,kat2,0.0,5.0,entity34,6,15
1543,0,AC,C,10943.0,0.0,3547.0,4778.0,3676.0,3254.0,19369.0,3029.0,0.0,25670.0,1389.0,22405.0,42204.0,0,24342.0,0.0,11726,0,466.0,50235666,C,F,C,G,B,,2.0,1.0,0.0,kat3,0.0,8.5,entity2,6,22
1544,0,BI,K,1084976.0,0.0,47089.0,27073.0,31910.0,28047.0,490447.0,3090.0,104.0,232132.0,12950.0,222730.0,835240.0,43357,295832.0,51397.0,189026,0,96743.0,13602254,C,G,C,P,F,3.8336,2.0,1.0,6892888.0,kat5,0.0,3.9,entity12,6,21
1545,0,BW,C,342121.0,0.0,8851.0,4676.0,10092.0,4311.0,203177.0,6625.0,246679.0,87966.0,0.0,86372.0,285642.0,31445,3916.0,0.0,99715,0,41107.0,18171148,A,D,C,L,B,2.5028,2.0,1.0,16198232.0,kat4,0.0,1.0,entity38,6,22
1546,0,BK,F,239961.0,0.0,1920.0,9066.0,8914.0,8487.0,19541.0,3059.0,0.0,28725.0,13595.0,14109.0,48203.0,0,32657.0,0.0,466,0,5818.0,15194679,C,D,C,I,F,4.5586,2.0,1.0,12735986.0,kat3,0.0,7.0,entity1,6,21
1547,0,CC,D,7465.0,0.0,763.0,511.0,324.0,246.0,13736.0,2994.0,0.0,7415.0,3756.0,3529.0,19866.0,0,6669.0,0.0,11746,0,687.0,4146061,C,G,C,C,F,6.6197,2.0,1.0,0.0,kat1,0.0,5.0,entity13,6,22
1548,1,BJ,I,18171.0,0.0,317.0,959.0,768.0,713.0,3672.0,2940.0,0.0,18479.0,0.0,18220.0,22812.0,0,834.0,0.0,649,0,1603.0,7957127,C,C,C,J,B,2.0959,2.0,1.0,563.0,kat1,0.0,1.0,entity25,6,21
1549,0,AC,C,2187961.0,0.0,111610.0,151923.0,195580.0,188118.0,901112.0,10168.0,262136.0,1941631.0,729235.0,1181506.0,2776355.0,383,973097.0,765229.0,319549,0,182997.0,8707262,C,G,C,P,F,2.7856,2.0,1.0,5765821.0,kat5,0.0,5.0,entity21,6,13
1550,0,BI,E,5594628.0,31594.0,30563.0,407538.0,312625.0,309866.0,1086204.0,10033.0,0.0,1466845.0,224621.0,1157849.0,2376409.0,671,135874.0,260732.0,469325,221156,74711.0,14259935,C,G,C,P,F,3.7601,2.0,1.0,9118579.0,kat6,0.6,5.0,entity56,6,19
1551,0,CA,D,35229.0,0.0,5544.0,1737.0,613.0,460.0,29687.0,4862.0,0.0,132391.0,24226.0,48217.0,163061.0,0,166864.0,0.0,1076,0,1744.0,50788845,C,C,C,F,F,1.9963,1.0,1.0,25126638.0,kat1,0.0,3.0,entity14,6,12
1552,0,CQ,D,28906.0,0.0,2712.0,3594.0,3656.0,3271.0,24100.0,2245.0,0.0,15005.0,2712.0,11588.0,43851.0,0,24042.0,0.0,5867,0,12834.0,5018991,A,D,C,L,H,0.0,2.0,1.0,109911.0,kat2,0.0,1.0,entity24,6,21
1553,0,BQ,C,29335.0,0.0,507.0,-3031.0,-3122.0,-3135.0,1681.0,4574.0,0.0,32091.0,26765.0,3971.0,32328.0,0,31611.0,0.0,229,0,112.0,747163,A,D,C,L,B,3.98,2.0,1.0,553777.0,kat3,0.0,1.0,entity90,6,22
1554,0,BE,D,2887931.0,0.0,9919.0,94155.0,96793.0,56094.0,834654.0,30561.0,0.0,1136236.0,26785.0,1203220.0,2088651.0,0,40524.0,0.0,1510222,0,146016.0,379542,D,A,C,F,B,2.6274,2.0,1.0,0.0,kat5,0.0,4.9,entity16,6,21
1555,0,BI,K,285295.0,0.0,3159.0,15218.0,11775.0,10259.0,67172.0,2965.0,0.0,37221.0,10946.0,28268.0,111264.0,0,36842.0,0.0,25685,0,2075.0,17993671,A,C,C,L,C,4.1168,2.0,1.0,11012116.0,kat2,0.0,1.0,entity16,6,21
1556,0,CM,D,720219.0,0.0,19685.0,29272.0,29589.0,28524.0,163559.0,3069.0,0.0,237556.0,30231.0,221397.0,419997.0,0,66709.0,186.0,155845,0,41037.0,2315868,C,G,C,C,F,9.4802,2.0,1.0,1567372.0,kat6,0.0,4.9,entity16,6,22
1557,0,BH,C,164918.0,0.0,1607.0,-269.0,-2288.0,-2388.0,18463.0,3064.0,0.0,46630.0,32880.0,14842.0,64698.0,0,3703.0,0.0,22686,0,859.0,1943345,A,C,C,J,F,0.1801,2.0,1.0,1912158.0,kat2,0.0,0.1,entity16,6,22
1558,0,BI,I,93727.0,0.0,502.0,165.0,-1037.0,-1284.0,-608.0,2978.0,0.0,46264.0,2526.0,42791.0,44509.0,265,5718.0,0.0,15034,0,17923.0,3189313,C,G,C,F,F,5.034,2.0,1.0,2460265.0,kat2,0.0,5.3,entity34,6,14
1559,0,BJ,I,519272.0,0.0,946.0,11535.0,9275.0,8358.0,13476.0,3048.0,0.0,63997.0,0.0,62265.0,77260.0,0,11439.0,0.0,25846,0,5258.0,162672259,C,F,C,G,B,,2.0,1.0,0.0,kat2,0.0,8.5,entity2,6,23
1560,0,CN,K,654137.0,0.0,6538.0,9967.0,10377.0,9224.0,54961.0,3017.0,0.0,637851.0,0.0,639805.0,686408.0,0,122911.0,24784.0,113882,0,134926.0,97544837,A,C,C,L,B,3.2871,2.0,1.0,9882070.0,kat2,0.0,1.0,entity2,6,16
1561,0,BJ,G,492435.0,0.0,5961.0,12660.0,9081.0,8262.0,96486.0,74907.0,0.0,126854.0,0.0,131045.0,225670.0,11,99805.0,0.0,19358,0,30385.0,83423245,A,C,C,L,B,4.1089,2.0,1.0,6471055.0,kat4,0.0,1.0,entity2,6,19
1562,0,CM,D,18559.0,0.0,3512.0,788.0,669.0,604.0,82062.0,6066.0,0.0,6037.0,0.0,6006.0,89285.0,49468,24958.0,0.0,2113,0,2686.0,3544809,A,C,C,L,B,1.6601,2.0,1.0,391297.0,kat2,0.0,1.0,entity2,6,19
1563,1,BJ,E,20905.0,0.0,514.0,1869.0,643.0,575.0,61980.0,2931.0,0.0,30915.0,0.0,30791.0,91727.0,0,3299.0,0.0,81676,0,2091.0,23752089,C,C,C,K,F,6.3111,2.0,1.0,7200708.0,kat1,0.0,4.9,entity2,6,21
1564,0,CP,C,331085.0,0.0,11033.0,39527.0,37140.0,33973.0,71313.0,5067.0,0.0,171622.0,55039.0,128307.0,258903.0,0,108915.0,0.0,139941,0,3465.0,32340965,C,G,C,P,F,5.1454,2.0,2.0,17970175.0,kat3,0.0,5.0,entity10,6,23
1565,0,CA,D,236363.0,0.0,44009.0,91193.0,85927.0,82856.0,1531293.0,655246.0,0.0,701783.0,0.0,718248.0,2213483.0,789,1753664.0,259590.0,74858,0,123494.0,40571897,C,C,C,F,F,1.4999,1.0,1.0,13224667.0,kat2,0.0,1.5,entity14,6,14
1566,0,AB,F,143060835.0,91874077.0,1651943.0,6620901.0,6443626.0,5876014.0,17839955.0,9722107.0,16131.0,36742790.0,0.0,37130429.0,59593891.0,1545778,18713695.0,868442.0,9115742,0,58248.0,695639504,D,A,C,F,B,,2.0,2.0,273522514.0,kat9,65.4,9.1,entity114,6,23
1567,0,BI,E,29949.0,0.0,719.0,467.0,338.0,292.0,7029.0,3008.0,0.0,7058.0,4019.0,3212.0,13096.0,0,9864.0,0.0,3,0,142.0,2952576,A,D,C,L,H,3.944,2.0,1.0,178902.0,kat2,0.0,1.0,entity24,6,22
1568,1,BG,E,27482.0,0.0,3390.0,1693.0,977.0,820.0,15081.0,3037.0,0.0,22698.0,9350.0,12003.0,36869.0,0,17199.0,0.0,5495,0,14032.0,6500875,C,G,C,J,F,4.6688,2.0,1.0,5540805.0,kat3,0.0,1.2,entity21,6,19
1569,0,CN,K,426213.0,0.0,7804.0,131623.0,134316.0,119587.0,300609.0,2959.0,0.0,69613.0,13663.0,56894.0,407023.0,0,109567.0,0.0,184885,0,111835.0,15445832,A,C,C,L,C,1.118,2.0,1.0,4045795.0,kat4,0.0,1.0,entity16,6,22
1570,0,AY,C,670601.0,0.0,14594.0,77773.0,77614.0,69856.0,195500.0,5069.0,0.0,251789.0,44325.0,208054.0,464000.0,172,158828.0,0.0,213653,0,26543.0,66047323,A,C,C,J,C,1.9585,2.0,1.0,60080324.0,kat3,0.0,1.0,entity16,6,22
1571,0,CM,C,8925438.0,2647481.0,107524.0,383878.0,318677.0,295844.0,1894473.0,791203.0,0.0,5025628.0,133314.0,4912945.0,7253909.0,28324,1867538.0,1932397.0,1450053,0,13573.0,5827007,C,G,C,P,F,4.2055,2.0,1.0,3746725.0,kat9,29.4,3.0,entity16,6,23
1572,0,AP,B,251074.0,0.0,23894.0,64284.0,60633.0,59989.0,307614.0,100564.0,63662.0,73014.0,14483.0,59720.0,394544.0,2360,278959.0,0.0,57959,0,25592.0,7890675,C,G,C,P,F,2.1383,2.0,1.0,4860393.0,kat4,0.0,5.8,entity18,6,26
1573,0,AQ,C,510067.0,0.0,6478.0,18274.0,14489.0,12916.0,52769.0,2940.0,0.0,184964.0,57981.0,115321.0,232591.0,371,107480.0,0.0,104165,0,14012.0,18809980,C,C,C,I,F,0.8512,2.0,1.0,1219479.0,kat5,0.0,10.9,entity24,6,22
1574,0,BI,F,352698.0,0.0,4421.0,4409.0,3145.0,2438.0,74243.0,104.0,0.0,109360.0,4109.0,98400.0,174891.0,0,74640.0,0.0,53190,0,25412.0,60270539,A,C,C,L,B,4.1061,2.0,1.0,3792937.0,kat3,0.0,1.0,entity2,6,16
1575,0,AJ,C,217459.0,0.0,3237.0,4048.0,2583.0,2245.0,17692.0,3061.0,0.0,90734.0,2615.0,22635.0,116892.0,461,12613.0,3330.0,65517,0,8111.0,24250599,A,C,C,L,B,4.1061,2.0,1.0,2097094.0,kat3,0.0,1.0,entity2,6,14
1576,0,BK,F,391397.0,0.0,79162.0,-15683.0,-26649.0,-27384.0,128274.0,3070.0,0.0,243482.0,72458.0,162977.0,362710.0,717,256734.0,0.0,97893,0,12327.0,35492251,C,C,C,J,C,3.5878,2.0,1.0,35403144.0,kat4,0.0,5.0,entity12,6,26
1577,0,AQ,C,9671.0,0.0,1424.0,-1641.0,-1563.0,-1595.0,7565.0,3043.0,0.0,3.0,0.0,0.0,7447.0,0,5296.0,0.0,1532,0,50.0,1006265,A,D,C,J,C,6.752000000000002,2.0,1.0,869954.0,kat1,0.0,3.0,entity12,6,26
1578,0,CD,C,166328.0,0.0,4731.0,-431.0,2003.0,1809.0,24856.0,10962.0,0.0,55641.0,17491.0,39132.0,80959.0,0,27499.0,0.0,22806,0,29050.0,3898489,C,G,C,P,F,4.8766,2.0,1.0,2013321.0,kat3,0.0,3.1,entity10,6,26
1579,1,AT,F,180489.0,0.0,17568.0,19905.0,17715.0,16587.0,203565.0,3017.0,0.0,92893.0,14082.0,78694.0,316137.0,0,257678.0,0.0,37558,0,6262.0,6023355,C,G,C,P,F,2.0673,2.0,1.0,3022230.0,kat4,0.0,5.1,entity10,6,26
1580,0,CC,D,5560.0,0.0,1893.0,288.0,167.0,150.0,2542.0,3030.0,0.0,5410.0,1648.0,3980.0,8069.0,0,5332.0,0.0,557,0,2061.0,2487800,C,G,C,P,F,4.5101,2.0,1.0,1981659.0,kat1,0.0,2.1,entity10,6,26
1581,1,CD,C,24331.0,0.0,487.0,-2222.0,-2649.0,-2726.0,70149.0,88.0,0.0,20333.0,12207.0,8026.0,92623.0,0,24940.0,0.0,58488,0,7947.0,10500383,C,G,C,P,F,6.3621,2.0,1.0,5720165.0,kat1,0.0,5.1,entity10,6,27
1582,0,BI,E,2517890.0,251641.0,25466.0,-46258.0,-46764.0,-48571.0,-44735.0,3030.0,0.0,936956.0,469969.0,474403.0,889819.0,43774,564106.0,0.0,192273,0,26785.0,7500566,C,G,C,C,F,2.5342,2.0,1.0,4644274.0,kat6,9.9,5.8,entity8,6,24
1583,0,BK,F,2281115.0,1367925.0,121945.0,65536.0,41290.0,36190.0,516865.0,4994.0,0.0,1616597.0,1235565.0,510215.0,2182899.0,304,1583261.0,0.0,319286,0,157044.0,70997,C,G,B,C,F,1.6,2.0,1.0,17519315.0,kat7,59.7,3.5,entity8,6,24
1584,0,BE,D,351290.0,0.0,2566.0,3286.0,3251.0,2575.0,116470.0,2943.0,0.0,78825.0,0.0,78683.0,208647.0,0,15717.0,0.0,21059,0,148302.0,49737793,A,C,C,L,B,0.0,2.0,1.0,0.0,kat3,0.0,2.0,entity1,6,26
1585,0,CA,D,284555.0,0.0,1483.0,9122.0,8497.0,7874.0,32693.0,3045.0,0.0,28695.0,8766.0,20512.0,62380.0,0,32153.0,0.0,16499,0,14054.0,3865868,C,G,C,C,F,2.5001,2.0,1.0,0.0,kat2,0.0,4.9,entity13,6,26
1586,1,AZ,C,73873.0,0.0,455.0,24232.0,26057.0,25226.0,27661.0,3028.0,0.0,23678.0,1563.0,21829.0,52189.0,0,2858.0,0.0,15233,0,32361.0,2816223,C,G,C,C,F,18.7668,2.0,1.0,0.0,kat4,0.0,3.0,entity13,6,26
1587,0,AP,E,15220856.0,46347.0,61062.0,922972.0,888598.0,830636.0,1906269.0,3030.0,0.0,2212548.0,341879.0,1823451.0,4171155.0,880,936672.0,0.0,1456786,0,104314.0,508161,D,A,B,G,B,0.0,2.0,1.0,164152389.0,kat5,0.3,1.0,entity3,4,27
1588,0,BN,D,924643.0,0.0,21031.0,2696.0,-3521.0,-3628.0,17982.0,9985.0,0.0,542166.0,191741.0,366582.0,574306.0,0,16302.0,0.0,501233,0,3940.0,148830260,A,D,C,L,B,1.9011,2.0,1.0,120954267.0,kat5,0.0,1.0,entity3,6,26
1589,0,BG,K,231640.0,0.0,1798.0,21277.0,22637.0,20059.0,97185.0,2965.0,0.0,25467.0,9082.0,16241.0,120753.0,655,65413.0,0.0,39832,0,19066.0,7571702,C,G,C,F,F,6.474,2.0,1.0,5852602.0,kat2,0.0,4.0,entity34,6,21
1590,0,BH,C,510296.0,0.0,17540.0,51646.0,74895.0,70862.0,235418.0,3071.0,0.0,594700.0,343111.0,238702.0,810035.0,39,121303.0,555169.0,86833,0,1336.0,5385811,C,G,C,F,F,3.985,2.0,1.0,3528013.0,kat3,0.0,3.0,entity34,6,22
1591,0,BK,F,143979.0,0.0,23346.0,9770.0,7286.0,6057.0,147040.0,20837.0,0.0,97880.0,9329.0,95365.0,242981.0,0,93953.0,26489.0,64853,0,3422.0,30984112,A,C,C,L,B,4.1167,2.0,1.0,7956209.0,kat4,0.0,1.0,entity2,6,15
1592,0,BI,K,327505.0,0.0,5101.0,16718.0,15273.0,13634.0,18717.0,2989.0,0.0,78936.0,4070.0,74295.0,111332.0,1117,13577.0,0.0,57719,0,10878.0,10125026,A,C,C,L,B,0.0001,2.0,1.0,629530.0,kat4,0.0,1.0,entity2,6,14
1593,1,CL,D,158075.0,0.0,3459.0,1747.0,2636.0,2076.0,101962.0,3046.0,0.0,70051.0,0.0,68984.0,172679.0,296,28362.0,0.0,32370,0,65372.0,24577994,A,C,C,L,B,3.7116,2.0,1.0,7850655.0,kat3,0.0,1.0,entity2,6,16
1594,0,BJ,C,121268.0,0.0,1143.0,8099.0,6926.0,6260.0,15954.0,2978.0,0.0,30056.0,0.0,30141.0,46962.0,402,4869.0,0.0,22761,0,1611.0,13112387,A,C,C,L,B,3.0929,2.0,1.0,1359546.0,kat2,0.0,1.0,entity2,6,13
1595,0,BK,F,1713205.0,0.0,165235.0,150013.0,138974.0,138915.0,771549.0,133117.0,56351.0,384413.0,254671.0,132072.0,1137269.0,0,876268.0,0.0,248073,0,43781.0,78399,C,G,B,P,F,1.6292,2.0,1.0,15181034.0,kat6,0.0,3.0,entity12,6,27
1596,0,BG,E,323653.0,0.0,4625.0,9351.0,9835.0,9041.0,60806.0,3048.0,0.0,124095.0,32973.0,82684.0,183700.0,467,60325.0,0.0,32083,0,42932.0,25056345,C,C,C,J,C,3.786,2.0,1.0,24450259.0,kat5,0.0,5.0,entity12,6,27
1597,0,BH,E,657568.0,0.0,19262.0,20573.0,19198.0,17615.0,69015.0,2186.0,0.0,146516.0,20101.0,124113.0,221629.0,0,81134.0,0.0,48767,0,33241.0,3622450,C,G,C,P,F,2.0296,2.0,2.0,1662527.0,kat6,0.0,5.1,entity10,6,27
1598,0,CD,D,9688.0,0.0,757.0,4213.0,3954.0,3699.0,6865.0,3492.0,0.0,5449.0,0.0,5404.0,12892.0,0,6602.0,0.0,1735,0,3934.0,5749458,C,G,C,P,F,4.1766,2.0,1.0,2875684.0,kat1,0.0,3.1,entity10,6,27
1599,0,BH,C,895739.0,0.0,5075.0,8972.0,3384.0,1730.0,120896.0,19777.0,3003.0,261531.0,10738.0,252371.0,380713.0,0,96691.0,1010.0,44126,0,26990.0,7019796,A,G,C,F,B,4.2903,2.0,1.0,0.0,kat4,0.0,0.7,entity13,6,27
1600,0,CM,E,34840.0,0.0,767.0,3344.0,3389.0,3065.0,7602.0,2966.0,0.0,4283.0,1457.0,2763.0,12342.0,0,4485.0,0.0,52,0,7090.0,2338492,C,G,C,C,F,2.5001,2.0,1.0,0.0,kat2,0.0,4.0,entity13,6,13
1601,0,BJ,G,582865.0,0.0,19571.0,31715.0,28825.0,26653.0,51354.0,6019.0,0.0,89955.0,38342.0,52793.0,140984.0,0,49303.0,0.0,25636,0,9139.0,20279911,A,C,C,L,B,3.916,2.0,1.0,5659945.0,kat4,0.0,1.0,entity1,6,20
1602,0,CA,E,838570.0,0.0,210996.0,475747.0,477573.0,435970.0,956791.0,3040.0,14768.0,3529407.0,2308416.0,567701.0,4706537.0,659,4263963.0,49748.0,96537,0,286484.0,897311754,C,D,C,I,H,1.7127,2.0,2.0,615971256.0,kat4,0.0,5.0,entity1,6,27
1603,0,BJ,I,55479.0,0.0,729.0,1905.0,2038.0,1822.0,8209.0,3003.0,0.0,17959.0,1786.0,15618.0,26313.0,0,4028.0,0.0,6136,0,12979.0,2802470,C,G,C,P,F,7.4272,2.0,1.0,1486518.0,kat2,0.0,3.0,entity21,6,26
